Produkt,Kategorie,Monat,mean_idx,jahres_mean,abweichung,saison_range
Brötchen zum Fertigbacken,Getreide & Backwaren,Jan,126.98333333333333,129.37916666666666,-2.3958333333333286,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Feb,128.45,129.37916666666666,-0.9291666666666742,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Mrz,129.35,129.37916666666666,-0.02916666666666856,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Apr,129.48333333333332,129.37916666666666,0.10416666666665719,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Mai,130,129.37916666666666,0.6208333333333371,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Jun,131.58333333333334,129.37916666666666,2.20416666666668,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Jul,127.62,129.37916666666666,-1.7591666666666583,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Aug,128.26,129.37916666666666,-1.119166666666672,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Sep,128.9,129.37916666666666,-0.4791666666666572,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Okt,129.88,129.37916666666666,0.5008333333333326,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Nov,130.7,129.37916666666666,1.3208333333333258,4.6000000000000085
Brötchen zum Fertigbacken,Getreide & Backwaren,Dez,131.34,129.37916666666666,1.9608333333333405,4.6000000000000085
Butter,Öle & Fette,Jan,127.68333333333334,125.64694444444444,2.0363888888888937,11.010000000000005
Butter,Öle & Fette,Feb,122.85,125.64694444444444,-2.796944444444449,11.010000000000005
Butter,Öle & Fette,Mrz,120.95,125.64694444444444,-4.696944444444441,11.010000000000005
Butter,Öle & Fette,Apr,122.7,125.64694444444444,-2.9469444444444406,11.010000000000005
Butter,Öle & Fette,Mai,125.6,125.64694444444444,-0.04694444444444912,11.010000000000005
Butter,Öle & Fette,Jun,126.5,125.64694444444444,0.8530555555555566,11.010000000000005
Butter,Öle & Fette,Jul,123.32,125.64694444444444,-2.3269444444444503,11.010000000000005
Butter,Öle & Fette,Aug,123.86,125.64694444444444,-1.786944444444444,11.010000000000005
Butter,Öle & Fette,Sep,124.2,125.64694444444444,-1.4469444444444406,11.010000000000005
Butter,Öle & Fette,Okt,127.22,125.64694444444444,1.5730555555555554,11.010000000000005
Butter,Öle & Fette,Nov,130.92000000000002,125.64694444444444,5.2730555555555725,11.010000000000005
Butter,Öle & Fette,Dez,131.96,125.64694444444444,6.3130555555555645,11.010000000000005
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Jan,113.9,118.45666666666666,-4.556666666666658,9.019999999999996
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Feb,114.39999999999999,118.45666666666666,-4.056666666666672,9.019999999999996
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Mrz,115.4,118.45666666666666,-3.0566666666666578,9.019999999999996
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Apr,115.78,118.45666666666666,-2.6766666666666623,9.019999999999996
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Mai,116.72,118.45666666666666,-1.7366666666666646,9.019999999999996
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Jun,117.48,118.45666666666666,-0.9766666666666595,9.019999999999996
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Jul,119.48,118.45666666666666,1.0233333333333405,9.019999999999996
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Aug,120.54,118.45666666666666,2.083333333333343,9.019999999999996
Buttergemüse oder anderes tiefgefrorenes Gemüse,Gemüse & Gemüsekonserven,Sep,120.94,118.45666666666666,2.4833333333333343,9.019999999999996
